legislature,session,vote_num,date,vote_type,title,deputy_name,group,vote
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LAMPIS GIANNI,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LANCELLOTTA ELISABETTA CHRISTIANA,FDI,Non ha partecipato
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LATINI GIORGIA,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LAUS MAURO ANTONIO DONATO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LAZZARINI ARIANNA,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LEO MAURIZIO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LETTA ENRICO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LOIZZO SIMONA,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LOLLOBRIGIDA FRANCESCO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LOMUTI ARNALDO,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LONGI ELIANA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LOPERFIDO EMANUELE,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LOVECCHIO GIORGIO,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LUCASELLI YLENJA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,LUPI MAURIZIO,NM-M-C,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MACCANTI ELENA,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MACCARI CARLO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MADIA MARIA ANNA,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MAERNA NOVO UMBERTO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MAGI RICCARDO,M-+EUR,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MAIORANO GIOVANNI,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MALAGOLA LORENZO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MALAGUTI MAURO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MALAVASI ILENIA,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MANCINI CLAUDIO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MANES FRANCO,M-MIN,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MANGIALAVORI GIUSEPPE TOMMASO VINCENZO,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MANTOVANI LUCREZIA MARIA BENEDETTA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MANZI IRENE,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MARATTIN LUIGI,AIV-RE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MARCHETTI RICCARDO AUGUSTO,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MARCHETTO ALIPRANDI MARINA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MARI FRANCESCO,AVS,Contrario
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MARINO MARIA STEFANIA,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MARROCCO PATRIZIA,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MASCARETTI ANDREA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MASCHIO CIRO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MATERA MARIANGELA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MATONE SIMONETTA,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MATTEONI NICOLE,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MATTIA ALDO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MAULLU STEFANO GIOVANNI,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MAURI MATTEO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MAZZETTI ERICA,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MAZZI GIANMARCO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MELONI GIORGIA,FDI,Non ha partecipato
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MEROLA VIRGINIO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MESSINA MANLIO,FDI,Non ha partecipato
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MICHELOTTI FRANCESCO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MIELE GIOVANNA,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MILANI MASSIMO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MINARDO ANTONINO,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MOLINARI RICCARDO,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MOLLICONE FEDERICO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MOLTENI NICOLA,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MONTARULI AUGUSTA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MONTEMAGNI ELISA,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MORASSUT ROBERTO,PD-IDP,Non ha partecipato
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MORFINO DANIELA,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MORGANTE MADDALENA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MORRONE JACOPO,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MULE' GIORGIO,FI-PPE,Presidente di turno
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,MURA FRANCESCO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,NEVI RAFFAELE,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,NISINI TIZIANA,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,NORDIO CARLO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ONORI FEDERICA,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ORFINI MATTEO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ORLANDO ANDREA,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ORRICO ANNA LAURA,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ORSINI ANDREA,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,OSNATO MARCO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,OTTAVIANI NICOLA,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PADOVANI MARCO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PAGANO NAZARIO,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PAGANO UBALDO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PALOMBI ALESSANDRO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PANIZZUT MASSIMILIANO,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PASTORELLA GIULIA,AIV-RE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PASTORINO LUCA,M-+EUR,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PATRIARCA ANNARITA,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PAVANELLI EMMA,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PELLA ROBERTO,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PELLEGRINI MARCO,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PELLICINI ANDREA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PELUFFO VINICIO GIUSEPPE GUIDO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PENZA PASQUALINO,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PERISSA MARCO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PICCOLOTTI ELISABETTA,AVS,Contrario
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PICHETTO FRATIN GILBERTO,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PIERRO ATTILIO,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PIETRELLA FABIO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PISANO CALOGERO,NM-M-C,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PITTALIS PIETRO,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PIZZIMENTI GRAZIANO,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,POLIDORI CATIA,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,POLO BARBARA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PORTA FABIO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,POZZOLO EMANUELE,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PRETTO ERIK UMBERTO,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PRISCO EMANUELE,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PROVENZANO GIUSEPPE,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,PULCIANI PAOLO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,QUARTAPELLE PROCOPIO LIA,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,QUARTINI ANDREA,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RAFFA ANGELA,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RAIMONDO CARMINE FABIO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RAMPELLI FABIO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RAVETTO LAURA,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RICCIARDI MARIANNA,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RICCIARDI RICCARDO,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RICCIARDI TONI,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RICHETTI MATTEO,AIV-RE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RIXI EDOARDO,LEGA,In missione
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RIZZETTO WALTER,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ROCCELLA EUGENIA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ROGGIANI SILVIA,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ROMANO FRANCESCO SAVERIO,NM-M-C,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ROSATO ETTORE,AIV-RE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ROSCANI FABIO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ROSSELLO CRISTINA,FI-PPE,Non ha partecipato
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ROSSI ANDREA,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ROSSI ANGELO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ROSSI FABRIZIO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ROSSO MATTEO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ROTELLI MAURO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,ROTONDI GIANFRANCO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RUBANO FRANCESCO MARIA,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RUFFINO DANIELA,AIV-RE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RUSPANDINI MASSIMO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RUSSO GAETANA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,RUSSO PAOLO EMILIO,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SACCANI JOTTI GLORIA,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SALA FABRIZIO,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SANTILLO AGOSTINO,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SARRACINO MARCO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SASSO ROSSANO,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SBARDELLA LUCA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SCARPA RACHELE,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SCERRA FILIPPO,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SCHIANO DI VISCONTI MICHELE,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SCHIFONE MARTA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SCHLEIN ELLY,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SCHULLIAN MANFRED,M-MIN,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SCOTTO ARTURO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SCUTELLA' ELISA,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SEMENZATO MARTINA,NM-M-C,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SERRACCHIANI DEBORA,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SILVESTRI FRANCESCO,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SILVESTRI RACHELE,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SIMIANI MARCO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SIRACUSANO MATILDE,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SORTE ALESSANDRO,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SOTTANELLI GIULIO CESARE,AIV-RE,Non ha partecipato
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SOUMAHORO ABOUBAKAR,AVS,Contrario
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SPERANZA ROBERTO,PD-IDP,Non ha partecipato
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SPORTIELLO GILDA,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SQUERI LUCA,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,STEFANAZZI CLAUDIO MICHELE,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,STEFANI ALBERTO,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,STEGER DIETER,M-MIN,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,STUMPO NICOLA,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,SUDANO VALERIA,LEGA,Non ha partecipato
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TABACCI BRUNO,PD-IDP,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TAJANI ANTONIO,FI-PPE,In missione
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TASSINARI ROSARIA,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TENERINI CHIARA,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TESTA GUERINO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TIRELLI FRANCO,NM-M-C,Non ha partecipato
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TOCCALINI LUCA,LEGA,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TODDE ALESSANDRA,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TORTO DANIELA,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TOSI FLAVIO,FI-PPE,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TRANCASSINI PAOLO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TRAVERSI ROBERTO,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TREMAGLIA ANDREA,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TREMONTI GIULIO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,TUCCI RICCARDO,M5S,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,URZI' ALESSANDRO,FDI,Favorevole
19,8,1,9/11/2022,Votazione nominale n.1,del9/11/2022seduta n.8presieduta daMULE' GIORGIO,VACCARI STEFANO,PD-IDP,Favorevole
