legislature,session,vote_num,date,vote_type,title,deputy_name,group,vote
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,COLUCCI ALFONSO,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,COMAROLI SILVANA ANDREINA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,COMBA FABRIZIO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,CONGEDO SAVERIO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,CONTE GIUSEPPE,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,COPPO MARCELLO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,CORTELAZZO PIERGIORGIO,FI-PPE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,COSTA ENRICO,AIV-RE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,COSTA SERGIO,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,CRIPPA ANDREA,LEGA,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,CUPERLO GIANNI,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,CURTI AUGUSTO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,D'ALESSIO ANTONIO,AIV-RE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,D'ALFONSO LUCIANO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,D'ATTIS MAURO,FI-PPE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,D'ORSO VALENTINA,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DALLA CHIESA RITA,FI-PPE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DARA ANDREA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DE BERTOLDI ANDREA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DE CORATO RICCARDO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DE LUCA PIERO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DE MARIA ANDREA,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DE MICHELI PAOLA,PD-IDP,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DE MONTE ISABELLA,AIV-RE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DE PALMA VITO,FI-PPE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DEIDDA SALVATORE,FDI,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DEL BARBA MAURO,AIV-RE,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DELL'OLIO GIANMAURO,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DELLA VEDOVA BENEDETTO,M-+EUR,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DELMASTRO DELLE VEDOVE ANDREA,FDI,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DI BIASE MICHELA,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DI GIUSEPPE ANDREA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DI LAURO CARMEN,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DI MAGGIO GRAZIA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DI MATTINA SALVATORE MARCELLO,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DI SANZO CHRISTIAN DIEGO,PD-IDP,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DONDI DANIELA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DONNO LEONARDO,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DONZELLI GIOVANNI,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,DORI DEVIS,AVS,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,EVI ELEONORA,AVS,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FARAONE DAVIDE,AIV-RE,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FASCINA MARTA ANTONIA,FI-PPE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FASSINO PIERO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FEDE GIORGIO,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FENU EMILIANO,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FERRANTE TULLIO,FI-PPE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FERRARI SARA,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FERRO WANDA,FDI,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FILINI FRANCESCO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FITTO RAFFAELE,FDI,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FONTANA ILARIA,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FORATTINI ANTONELLA,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FORMENTINI PAOLO,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FORNARO FEDERICO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FOSSI EMILIANO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FOTI TOMMASO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FRASSINETTI PAOLA,FDI,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FRASSINI REBECCA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FRATOIANNI NICOLA,AVS,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FRENI FEDERICO,LEGA,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FRIJIA MARIA GRAZIA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FURFARO MARCO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,FURGIUELE DOMENICO,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GADDA MARIA CHIARA,AIV-RE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GALLO FRANCESCO,M-ALT,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GARDINI ELISABETTA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GATTA GIANDIEGO,FI-PPE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GAVA VANNIA,LEGA,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GEBHARD RENATE,M-MIN,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GEMMATO MARCELLO,FDI,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GHIO VALENTINA,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GHIRRA FRANCESCA,AVS,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GIACCONE ANDREA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GIACHETTI ROBERTO,AIV-RE,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GIAGONI DARIO,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GIANASSI FEDERICO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GIGLIO VIGNA ALESSANDRO,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GIORDANO ANTONIO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GIORGETTI GIANCARLO,LEGA,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GIORGIANNI CARMEN LETIZIA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GIOVINE SILVIO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GIRELLI GIAN ANTONIO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GIULIANO CARLA,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GNASSI ANDREA,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GRAZIANO STEFANO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GRIBAUDO CHIARA,PD-IDP,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GRIMALDI MARCO,AVS,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GRIPPO VALENTINA,AIV-RE,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GRUPPIONI NAIKE,AIV-RE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GUBITOSA MICHELE,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GUERINI LORENZO,PD-IDP,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GUERRA MARIA CECILIA,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,GUSMEROLI ALBERTO LUIGI,LEGA,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,IACONO GIOVANNA,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,IAIA DARIO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,IARIA ANTONINO,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,IEZZI IGOR,LEGA,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,KELANY SARA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,L'ABBATE PATTY,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LA PORTA CHIARA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LA SALANDRA GIANDONATO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LACARRA MARCO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LAI SILVIO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LAMPIS GIANNI,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LANCELLOTTA ELISABETTA CHRISTIANA,FDI,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LATINI GIORGIA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LAUS MAURO ANTONIO DONATO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LAZZARINI ARIANNA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LEO MAURIZIO,FDI,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LETTA ENRICO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LOIZZO SIMONA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LOLLOBRIGIDA FRANCESCO,FDI,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LOMUTI ARNALDO,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LONGI ELIANA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LOPERFIDO EMANUELE,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LOVECCHIO GIORGIO,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LUCASELLI YLENJA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,LUPI MAURIZIO,NM-M-C,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MACCANTI ELENA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MACCARI CARLO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MADIA MARIA ANNA,PD-IDP,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MAERNA NOVO UMBERTO,FDI,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MAGI RICCARDO,M-+EUR,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MAIORANO GIOVANNI,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MALAGOLA LORENZO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MALAGUTI MAURO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MALAVASI ILENIA,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MANCINI CLAUDIO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MANES FRANCO,M-MIN,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MANGIALAVORI GIUSEPPE TOMMASO VINCENZO,FI-PPE,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MANTOVANI LUCREZIA MARIA BENEDETTA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MANZI IRENE,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MARATTIN LUIGI,AIV-RE,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MARCHETTI RICCARDO AUGUSTO,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MARCHETTO ALIPRANDI MARINA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MARI FRANCESCO,AVS,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MARINO MARIA STEFANIA,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MARROCCO PATRIZIA,FI-PPE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MASCARETTI ANDREA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MASCHIO CIRO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MATERA MARIANGELA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MATONE SIMONETTA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MATTEONI NICOLE,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MATTIA ALDO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MAULLU STEFANO GIOVANNI,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MAURI MATTEO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MAZZETTI ERICA,FI-PPE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MAZZI GIANMARCO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MELONI GIORGIA,FDI,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MEROLA VIRGINIO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MESSINA MANLIO,FDI,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MICHELOTTI FRANCESCO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MIELE GIOVANNA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MILANI MASSIMO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MINARDO ANTONINO,LEGA,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MOLINARI RICCARDO,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MOLLICONE FEDERICO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MOLTENI NICOLA,LEGA,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MONTARULI AUGUSTA,FDI,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MONTEMAGNI ELISA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MORASSUT ROBERTO,PD-IDP,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MORFINO DANIELA,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MORGANTE MADDALENA,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MORRONE JACOPO,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MULE' GIORGIO,FI-PPE,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,MURA FRANCESCO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,NEVI RAFFAELE,FI-PPE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,NISINI TIZIANA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,NORDIO CARLO,FDI,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,ONORI FEDERICA,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,ORFINI MATTEO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,ORLANDO ANDREA,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,ORRICO ANNA LAURA,M5S,Favorevole
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,ORSINI ANDREA,FI-PPE,Non ha partecipato
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,OSNATO MARCO,FDI,In missione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,OTTAVIANI NICOLA,LEGA,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,PADOVANI MARCO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,PAGANO NAZARIO,FI-PPE,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,PAGANO UBALDO,PD-IDP,Astensione
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,PALOMBI ALESSANDRO,FDI,Contrario
19,9,3,10/11/2022,Votazione nominale n.3,del10/11/2022seduta n.9presieduta daFONTANA LORENZO,PANIZZUT MASSIMILIANO,LEGA,Contrario
